name,url,sku,gtin13,price,currency,availability,description,brand,breadcrumbs,images,avg_rating,reviews_count,pack_size,ingredients,storage_details,product_origin,percentage_alcohol,serving_size,nutrition,uniq_id,scraped_at
Yo! Chicken Poke 326G,https://www.tesco.com/groceries/en-GB/products/311230897,311230897,05035272939784,5,GBP,InStock,Yo! Chicken Poke 326g ,YO!,"Fresh Food~Chilled Soup, Sandwiches & Salad Pots~Sandwiches, Wraps & Sushi",https://digitalcontent.api.tesco.com/v2/media/ghs/5fa88d00-3435-44b9-ae86-5a2978f2a00c/94e5a0de-2bb0-4795-b362-946e5169c4ee.jpeg,4,3,Pack size: 326G,"Cooked Rice (Water, Rice, Sugar, Spirit Vinegar, Rice Vinegar, Salt, Rapeseed Oil, Fructose-Glucose Syrup, Cane Molasses), Cooked Chicken Breast (15%) (Chicken Breast, Salt, Cornflour), Avocado (8%), Edamame Beans (Soya), Water, Pickled Red Cabbage (Red Cabbage, Rice Vinegar, Sugar, Salt), Carrot, Sugar, Rice Vinegar, Spring Onion, White Sesame Seeds, Soya Beans, Wheat, Salt, Black Sesame Seeds, Red Pepper Powder, Toasted Sesame Seed Oil, Modified Maize Starch, Onion Purée, Spirit Vinegar, Apple Juice Concentrate, Ginger Purée, Alcohol, Lemon Juice Concentrate, Lime Juice Concentrate, Garlic Powder, White Pepper",Keep refrigerated below 5ºC. Eat within use by date.,Produced in the UK,,,"[{'Energy': '573kJ / 136kcal'}, {'Fat': '2.9g'}, {'of which saturates': '0.7g'}, {'Carbohydrate': '18.9g'}, {'of which sugars': '5.1g'}, {'Fibre': '1.0g'}, {'Protein': '7.9g'}, {'Salt': '1.13g'}]",1c6ca2ba-aaf1-5baf-b938-4b9e0bf98732,12/19/22
Persil Colour Protect Liquid Detergent 53 Washes 1431Ml,https://www.tesco.com/groceries/en-GB/products/311259443,311259443,08720181006395,7.5,GBP,InStock,"Persil Colour Protect Liquid Detergent 53 Washes 1431Ml. Persil Colour Laundry Washing Liquid Detergent keeps colours vibrant and removes stains first time,This liquid detergent is made with plant-based, biodegradable stain removers – tough on stains, kinder to our planet,Persil Colour Laundry Liquid is suitable for washing at low temperatures, such as 30°C,Provides brilliant stain removal, fabric care and freshness,Our detergent bottle is now 100% recyclable and contains recycled plastic, reducing plastic use and caring for our planet,With a new super concentrated formula in a smaller bottle, now you only need 27 ml of detergent per use",PERSIL,Household~Laundry~Washing Liquid & Gel,https://digitalcontent.api.tesco.com/v2/media/ghs/fd170782-1bc0-468d-9754-59af0d97bf25/79219d45-65e0-4eb7-9cd8-fb7022e58786_2067159006.jpeg~https://digitalcontent.api.tesco.com/v2/media/ghs/aac8dfdb-32b3-464d-8789-5009389849b8/c6c92653-1220-4348-bc2d-2dcce8a2152e_738646310.jpeg~https://digitalcontent.api.tesco.com/v2/media/ghs/b047202a-7b9e-4fed-aff2-e8efd045da78/db3e4786-4e6a-4eaa-b711-61d49e12c534_1220430658.jpeg~https://digitalcontent.api.tesco.com/v2/media/ghs/d75f88ac-abb1-4b6d-bc7b-8989c0bd01ad/de0692ce-7c84-407e-89da-a8d60a7f635c_894384493.jpeg,4.8,105,Pack size: 1431ML,"15-30%: Anionic surfactants. 5-15%: Nonionic surfactants. <5%: Phosphonates, Perfume, Soap, Enzymes, Polycarboxylates, Benzyl Salicylate, Hexyl Cinnamal, Limonene, Methylisothiazolinone, Octylisothiazolinone",,United Kingdom,,,[],fe7f5273-0c2f-5b19-9acd-aff274f0d758,12/19/22
Simple Instant Glow Cleansing Wipes X20,https://www.tesco.com/groceries/en-GB/products/305043822,305043822,08710847959318,4,GBP,InStock,"Simple Instant Glow Cleansing Wipes X20. Simple Biodegradable Instant Glow Wipes brighten skin and remove makeup for instantly glowing skin,These biodegradable makeup wipes have no artificial perfume or colour and no harsh chemicals that can upset your skin,Made with antioxidants vitamin C & E and ginger root,Our Instant Glow wipes are gentle for everyday use, but effective enough to remove makeup,These wipes are made with wood pulp, biodegrading in only 42 days under home and industrial compost conditions,Being kind to animals is very important to us, these wipes are vegan and Simple is certified cruelty-free by PETA - we don’t test on animals anywhere in the world",SIMPLE,Health & Beauty~Face Skincare~Face Wipes,https://digitalcontent.api.tesco.com/v2/media/ghs/7b4b1637-2a13-419e-ace3-21bd4911ed83/58732d63-372b-4f20-a2a0-88dd04f573fc_395122077.jpeg~https://digitalcontent.api.tesco.com/v2/media/ghs/8af581ec-202b-43c7-87d2-2195668a600c/cf38b405-aca7-42b0-833f-391874bca00c_2090082711.jpeg,3,2,Pack size: 20SHT,"Aqua, Cetearyl Isononanoate, Glycerin, Panthenol, Phenoxyethanol, Ceteareth-20, Cetearyl Alcohol, Glyceryl Stearate, Sodium Citrate, Ceteareth-12, Benzoic Acid, 1-Methylhydantoin-2-Imide, Bisabolol, Dehydroacetic Acid, Disodium EDTA, Pantolactone, Citric Acid, Tocopheryl Acetate, Sodium Ascorbyl Phosphate, Zingiber Ofﬁcinale Root Extract",,United Kingdom,,,[],6eaf4b1a-8f18-5e6f-ad81-2e6dc9125896,12/19/22
Haliborange Happy Tummies 30 Strawberry Softies,https://www.tesco.com/groceries/en-GB/products/308089550,308089550,05060216565149,5.8,GBP,InStock,"30 Strawberry Flavour Happy Tummies with Vitamin C Softies - Food Supplement. 1 Billion Live Bacteria,Contains vitamin C,No artificial colours",HALIBORANGE,"Health & Beauty~Vitamins, Minerals & Supplements~Kids Vitamins",https://digitalcontent.api.tesco.com/v2/media/ghs/809f5e67-d456-494b-927d-f33517338271/f4448b3d-fa2c-4f79-bcca-a53a428052ae_1418439825.jpeg,,,,"Glucose Syrup, Sugar, Gelatine (Bovine), Sweetener (Sorbitol), Modified Starch, Vitamin C (L-Ascorbic Acid), Live Cultures (Bacillus Coagulans BC1031), Dextrose, Natural Colour (Cochineal Carmine), Strawberry Flavouring, Yoghurt Flavouring, Acids (Citric Acid, Malic Acid), Vegetable Oils (Palm, Coconut), Glazing Agent (Carnauba Wax), Acidity Regulator (Sodium Citrate)","Best Before End: See Bottom of Jar.Store in a Cool, Dry Place, Below 25°C.",Made in PRC,,,"[{'Vitamin C ': '24 mg'}, {'Bacillus coagulans BC1031': '1 billion CFU'}, {'‡NRV = Nutrient Reference Value': '-'}]",ed21a9d2-e163-5920-8d54-4cd47d2bf6f5,12/19/22
Tesco Blue Candy Stripe 12 Candles & Holder,https://www.tesco.com/groceries/en-GB/products/259423120,259423120,05051790744518,1,GBP,InStock,Tesco Blue Candy Stripe 12 Candles & Holder,TESCO CELEBRATE,Home & Ents~Party & Giftwrap~Birthday Candles,https://digitalcontent.api.tesco.com/v2/media/ghs/1e00d8e3-dacb-444b-ab9a-b1daff5787a3/d88bab27-2f46-4beb-ac3f-0fe6a5c5941d_1292352642.jpeg,1.3,3,,,,,,,[],e472643c-1ed3-508d-8ac6-b5fd5efef5f3,12/19/22
Turner Road Reserve White Zinfandel 750Ml,https://www.tesco.com/groceries/en-GB/products/309781258,309781258,05010134919159,6,GBP,InStock,"White Zinfandel. Learn more at accoladewines.com/carbon. Wine of California, USA",TURNER ROAD,Drinks~Wine~Rose Wine,https://digitalcontent.api.tesco.com/v2/media/ghs/fecf1838-203f-47b6-bbf1-412c6ea7e667/30ab7248-e337-4661-ba5c-f8142eb315ee_568987008.jpeg~https://digitalcontent.api.tesco.com/v2/media/ghs/b255f72b-f252-4aa7-8d36-a5588dad16eb/7aa66e99-7758-4330-9dcc-4547ca694f4d_802447188.jpeg,4.5,8,Pack size: 750ML,,,"Wine of USA, California",10.5% vol,Bottle contains 6 glasses,"[{'Energy': '293kJ/70kcal'}, {'Bottle contains 6 glasses': '-'}]",49e29682-8171-50ee-bf8f-7945b0339779,12/19/22
Lily's Kitchen Slow Cooked Lamb Hotpot 400G,https://www.tesco.com/groceries/en-GB/products/290050122,290050122,05060184240017,2.75,GBP,InStock,"Lily's Kitchen Slow Cooked Lamb Hotpot 400G. Come and be social with us Twitter, Facebook and Instagram. Proper food for dogs,Complete nutrition,Natural & delicious,Single protein,Freshly proper meat prepared,Grain free recipe,Vet approved recipe",LILY'S KITCHEN,Pets~Dog Food & Accessories~Wet Dog Food,https://digitalcontent.api.tesco.com/v2/media/ghs/a8ed0c2d-6242-42c7-858c-9c128909449f/97693993-d08b-49f0-9411-0539a990488d_1882964727.jpeg,4.7,3,Pack size: 400G,"60% Freshly Prepared Lamb, Potatoes (3%), Squash (2%), Apples, Carrots (1%), Blueberries, Broccoli, Peas, Flaxseed (0.1%), Vitamins & Chelated Minerals, Botanicals & Herbs: Golden Rod, Nettle, Aniseed, Celery Seed, Rosehips, Marigold Petals, Cleavers, Seaweed, Alfalfa, Milk Thistle, Dandelion Root, Burdock Root","Store in a cool dry place. Once opened, keep it in the fridge and use within 2 days.For best before date and batch number see base of tin.",Made in the EU,,,"[{'Crude Protein': '10.4%'}, {'Crude Fat': '7.3%'}, {'Crude Ash': '1.6%'}, {'Crude Fibre': '0.5%'}, {'Moisture': '73%'}, {'Vitamin D3': '200 IU'}, {'Vitamin E': '20mg'}, {'Zinc (as Zinc Chelate of Amino Acids Hydrate)': '25mg'}, {'Manganese (as Manganese Chelate of Amino Acids Hydrate)': '1.4mg'}, {'Iodine (as Calcium Iodate)': '0.75mg'}, {'Locus Bean Gum': '1g'}, {'137kcal/100g': '-'}, {'Additives (per kg)': '-'}, {'Vitamins:': '-'}, {'Trace Elements:': '-'}, {'Technological Additives:': '-'}]",16899b21-73e7-50bf-b30a-0177fdd6a60f,12/19/22
Bear Yoyo Strawberry 3X20g,https://www.tesco.com/groceries/en-GB/products/312351585,312351585,05060139435871,0.31,GBP,OutOfStock,"Gently baked fruit rolls with apple, pear and strawberry. BEAR's Growing a Better Tomorrow. Discover our charity projects & sustainability mission. BEARsnacks.co.uk. Yoyos are grrreat for baking. For healthy recipes visit bearsnacks.co.uk. 1 of your 5 a day!,56 kcal per 2 rolls,Gluten free,Nut free,Absolutely nothing else,No added sugar,High in fibre,Vegan friendly",BEAR,"Food Cupboard~Dried Fruit, Nuts, Nutrient Powders & Seeds~Dried Fruit",https://digitalcontent.api.tesco.com/v2/media/ghs/61f06d49-9a0e-499d-9dee-63e63011110a/06c15237-ff8e-46cf-8246-8d68ccb3b526_490609272.jpeg,,,Pack size: 60G,"Apples (63.5%), Pears (34.8%), Strawberries (1.0%), Black Carrot Extract (0.2%), Spirulina Extract (0.5)",Store in a cool & dry place,,,,"[{'Energy': '1170 kJ'}, {'-': '280 kcal'}, {'Fat': '0g'}, {'of which saturates': '0g'}, {'Carbohydrate': '63g'}, {'of which sugars*': '42g'}, {'Fibre': '10g'}, {'Protein': '1.9g'}, {'Salt': '0g'}, {'*Contains naturally occurring sugars': '-'}]",ef51e4b4-e833-579e-8f5a-d5ec7a0810de,12/19/22
Cadbury Timeout Wafer Biscuits 6 X 20.2G,https://www.tesco.com/groceries/en-GB/products/309484057,309484057,07622201428723,1,GBP,InStock,"Wafer (16 %) with a cocoa filling (38 %) covered with milk chocolate (45 %). BeTreatwise.net. Cocoa Life. Partnering with Fairtrade Foundation. Partnering to improve the lives of cocoa farmers and their communities. www.cocoalife.org. 106 calories in each bar,Suitable for vegetarians",CADBURY,Food Cupboard~Biscuits & Cereal Bars~Chocolate Biscuit Bars & Mini Biscuits,https://digitalcontent.api.tesco.com/v2/media/ghs/7164f5ea-dccb-420a-994b-58f8c00a6c24/45cd796f-fa35-4e9f-b8ca-de08f830c668_1018343944.jpeg~https://digitalcontent.api.tesco.com/v2/media/ghs/a37c7922-3a93-4d09-bb53-e2bbb357838c/ab38dbfb-a80b-4b3f-b362-85b2306a9624_2064992037.jpeg,4.5,53,Pack size: 121.2G,"Sugar, Wheat Flour, Vegetable Oils (Palm, Rapeseed), Cocoa Butter, Cocoa Mass, Skimmed Milk Powder, Whey Permeate (from Milk), Wheat Starch, Milk Fat, Fat-Reduced Cocoa Powder (1 %), Emulsifiers (E442, Soya Lecithins, E476), Potato Starch, Salt, Raising Agents (E500, E503), Whey Powder (from Milk), Flavourings, Milk Chocolate: Milk Solids 14 % minimum, Cocoa Solids 25 % minimum, Contains Vegetable Fats in addition to Cocoa Butter",Store in a dry place. Protect from heat.,,,1x bar = 1 Portion. 6 x 20.2 g bars,"[{'Energy': '2201 kJ'}, {'-': '526 kcal'}, {'Fat': '28 g'}, {'of which Saturates': '15 g'}, {'Carbohydrate': '62 g'}, {'of which Sugars': '45 g'}, {'Fibre': '2.1 g'}, {'Protein': '4.9 g'}, {'Salt': '0.20 g'}, {'*Reference intake of an average adult (8400 kJ / 2000 kcal)': '-'}]",50a86204-ef4a-5e81-9e0a-3c7cb6fbe863,12/19/22
Listerine Advanced Defence Gum Mouthwash 500Ml,https://www.tesco.com/groceries/en-GB/products/280521442,280521442,03574661091020,5.5,GBP,InStock,"Listerine Advanced Defence Gum Mouthwash 500Ml. Medical Device,Clinically proven to treat gum disease",LISTERINE,"Health & Beauty~Toothpaste, Mouthwash & Toothbrush~Mouthwash",https://digitalcontent.api.tesco.com/v2/media/ghs/d3eed0a2-118b-4ac9-a20b-b43e1fc1112d/e2c04f55-7a66-4295-8513-2c45a65f307d_449161024.jpeg~https://digitalcontent.api.tesco.com/v2/media/ghs/b5920e87-b102-415c-98d7-e4a3d8a235b8/d3375619-d39b-4719-8721-1f7e187f114a_2046608060.jpeg~https://digitalcontent.api.tesco.com/v2/media/ghs/01976b63-493a-4064-a3f1-491969144619/4787679a-2a75-466e-a0be-abc8473c1961_272391351.jpeg~https://digitalcontent.api.tesco.com/v2/media/ghs/f0c2207e-2cab-4b0f-be15-97e34b22f6c2/f178e672-e9b9-4233-87b5-5e23b190ded2_1299869982.jpeg~https://digitalcontent.api.tesco.com/v2/media/ghs/4eb5e8e5-e0a2-44a3-aa67-c0e3e09440ad/3bef5a4f-1c35-440e-9429-ad14210b91be_1065279557.jpeg,4.3,107,Pack size: 500ML,"[PR-013135], Ethyl Lauroyl Arginate HCI (LAE) 0.147% w/w, Other ingredients: Purified Water, Sorbitol, Alcohol, Glycerin, Poloxamer 407, Aroma, Benzoic Acid, Sucralose, Sodium Benzoate",,Made in Italy,,,[],c174d639-0fae-528a-befc-5048fa824ee3,12/19/22
Stockwell & Co. Soft Spread 500G,https://www.tesco.com/groceries/en-GB/products/300346593,300346593,05057545985373,0.99,GBP,InStock,Vegetable fat spread (42%).,STOCKWELL CO,"Fresh Food~Milk, Butter & Eggs~Butter, Spreads & Margarine",https://digitalcontent.api.tesco.com/v2/media/ghs/d5ef9ec5-8479-4ea3-9c57-a9e2169f5b35/87f44690-e615-4631-90fb-f791bcc3bc69.jpeg,2.9,28,Pack size: 500G,,Keep refrigerated.    ,Produced in the U.K.,,50 Servings,[],30a962a4-edb6-5c2e-a3b7-06a15a26f087,12/19/22
Tesco Pvc - Free Cling Film 25M X 350Mm,https://www.tesco.com/groceries/en-GB/products/309781137,309781137,05059697265310,1.5,GBP,InStock,Cling film.,TESCO,Household~Food Storage~Cling Film,https://digitalcontent.api.tesco.com/v2/media/ghs/4a21cade-35af-486f-9af6-b86ce3736e6f/a7289862-a5a8-42c0-b89a-11a42ae94137_1066527142.jpeg,1.6,82,Pack size: 25M,,,Produced in the U.K.,,,[],6c693999-e2be-5f8f-9d4b-354d24d40fc9,12/19/22
Tesco Chicken Salad Sandwich,https://www.tesco.com/groceries/en-GB/products/254279183,254279183,00000050436767,2.5,GBP,InStock,"Chicken breast, lemon and pepper mayonnaise, tomato, cucumber and lettuce in malted bread.",TESCO,"Fresh Food~Chilled Soup, Sandwiches & Salad Pots~Sandwiches, Wraps & Sushi",https://digitalcontent.api.tesco.com/v2/media/ghs/e1addfc7-c0fc-4020-965f-31a272e027d5/087a6499-6cd9-4874-820e-512abac21879.jpeg,2.7,11,,,Keep refrigerated.    ,Made using EU & non-EU chicken.,,1 Servings,"[{'Energy': '710kJ / 168kcal'}, {'Fat': '3.4g'}, {'Saturates': '0.6g'}, {'Carbohydrate': '21.2g'}, {'Sugars': '2.1g'}, {'Fibre': '2.5g'}, {'Protein': '12.0g'}, {'Salt': '0.5g'}, {'* Reference intake of an average adult (8400 kJ / 2000 kcal)': '-'}, {'As sold': '-'}]",3548359c-833a-5e71-83be-9ddede8b3877,12/19/22
Colgate Sensitive Enamel Repair Toothpaste 20Ml,https://www.tesco.com/groceries/en-GB/products/310667635,310667635,08718951397255,1.5,GBP,InStock,"COLGATE SENS ENAMEL REPAIR TOOTHPASTE 20ML . The same great taste and sensitivity relief as Colgate Sensitive PRO-Relief. The New Colgate Sensitive Instant* Relief Enamel Repair Toothpaste starts blocking sensitivity pain instantly*. With its unique Pro-Argin technology, this sensitive toothpaste will give you instant* relief from sensitivity as it helps to seal and repair the sensitive areas of your teeth†. What’s more, this toothpaste prevents sensitivity coming back by building a protective barrier that acts like a seal against sensitivity†. The toothpaste for sensitive teeth also remineralises the enamel on your teeth, leaving them more resistant to acid attacks. Using this sensitive toothpaste continuously twice a day, will give you clinically proven lasting relief for up to 8 weeks**. *For instant relief, apply directly to the sensitive tooth with a fingertip and massage gently for 1 minute, up to twice a day and for children 6-12 years once a week or less frequently.. †With continued use twice a day.. **For lasting relief, apply to a gentle toothbrush making sure to brush all sensitive areas of the teeth.. Pro-Argin technology helps to seal and repair the sensitive areas of teeth.*,*With continued use twice a day,Prevents sensitivity from coming back*,*With continued use twice a day can help prevent sensitivity from coming back.,Builds a protective barrier that acts like a seal against sensitivity*,*With continued use twice a day",COLGATE,Health & Beauty~Suncare & Travel~Travel Toiletries,https://digitalcontent.api.tesco.com/v2/media/ghs/783afa11-906a-4d97-afb4-4d3587459c92/687addee-bb88-4419-bdf6-bb8987321906_1074803186.jpeg~https://digitalcontent.api.tesco.com/v2/media/ghs/9f250989-2b12-4783-a72c-76df8f50f79f/26af528d-31ca-4ad0-bf8b-934978402175_1658034615.jpeg~https://digitalcontent.api.tesco.com/v2/media/ghs/da5b16b3-031c-40a2-ab36-12622cae8f9d/4b453960-9223-40bd-91a6-8395cad9733d_207283120.jpeg~https://digitalcontent.api.tesco.com/v2/media/ghs/6414af16-51e4-4701-868e-4b219b90e7f2/e107d7d8-fb89-40a0-9c22-0cacddb86682_1918017284.jpeg,,,Pack size: 20ML,"Calcium Carbonate, Aqua, Sorbitol, Sodium Lauryl Sulfate, Aroma, Sodium Monofluorophosphate, Cellulose Gum, Sodium Bicarbonate, Tetrasodium Pyrophosphate, Sodium Saccharin, Benzyl Alcohol, Xanthan Gum, Limonene, CI 77891
Active Ingredient: Arginine (8%)
Contains: Sodium Monofluorophosphate (1450 ppm F)",,,,,[],88859705-5e06-5253-b6e0-b4a5e2c5f048,12/19/22
Tesco Thai Hom Mali Aaa Jasmine Fragrant Rice 5Kg,https://www.tesco.com/groceries/en-GB/products/287967879,287967879,05054269079982,8.4,GBP,InStock,Thai hom mali fragrant rice.,TESCO,Food Cupboard~World Foods~African & Caribbean,https://digitalcontent.api.tesco.com/v2/media/ghs/ca5ad719-60fd-432e-8944-cc7813b17c5f/snapshotimagehandler_568356459.jpeg,4.5,16,Pack size: 5KG,,Store in a cool dry place. ,"Packed in the U.K., Produce of Thailand",,approx. 66 Servings,"[{'Energy': '578kJ / 136kcal'}, {'Fat': '1.0g'}, {'Saturates': '0.1g'}, {'Carbohydrate': '29.1g'}, {'Sugars': '0.1g'}, {'Fibre': '0.5g'}, {'Protein': '2.5g'}, {'Salt': '<0.01g'}, {'* Reference intake of an average adult (8400 kJ / 2000 kcal)': '-'}, {'** When cooked according to instructions uncooked rice of 75g typically weighs 235g.': '-'}]",3962e8ba-c4c8-5952-948a-6cf7e779cf58,12/19/22
Good Boy Wagtastic Squeaky Dumbell,https://www.tesco.com/groceries/en-GB/products/291622337,291622337,05000239087044,3,GBP,InStock,"Good Boy Wagtastic Squeaky Dumbell. Cool stuff for dogs,Swish swoosh,Get your dog's tail wagging!",WAGTASTIC,"Pets~Dog Food & Accessories~Dog Toys, Healthcare & Accessories",https://digitalcontent.api.tesco.com/v2/media/ghs/650426b8-0f13-45f2-b8a3-a92876d1baa3/4bb26f6c-5afc-4c4e-8a43-2ddde5fe4720_698282490.jpeg~https://digitalcontent.api.tesco.com/v2/media/ghs/5a00e183-9cee-4709-ba53-f23293e96947/ac802333-f06d-4106-a1b3-9ac06f1856bc_336133717.jpeg,2.6,7,,,,,,,[],b5265f30-f74d-54fd-94d0-29f763ed44ae,12/19/22
Tommee Tippee Groclock Usb,https://www.tesco.com/groceries/en-GB/products/266697648,266697648,05055192064144,30,GBP,OutOfStock,Groclock Toddler Sleep Trainer. Perfect for showing toddlers when it's time to get up in the morning. Glowing screen shows images of stars & the sun. Includes fun bedtime storybook,TOMMEE TIPPEE,Baby~Toys & Nursery Accessories~Nursery Bedding,https://digitalcontent.api.tesco.com/v2/media/ghs/964a89a6-6c73-4e9f-88bf-16986afaf959/37b403cb-ae55-4fd9-a430-deb05a510fc0_2073312881.jpeg~https://digitalcontent.api.tesco.com/v2/media/ghs/40d0bfa4-c96c-469c-861e-9ed5fc8db996/82517f12-540d-4d5b-81d2-8ae64d8cd8ee_845797452.jpeg~https://digitalcontent.api.tesco.com/v2/media/ghs/d6a0cd40-7c5e-42b6-9f47-abf0b23c2c6d/990fba06-1530-46fd-aadb-a917a89d974e_578669590.jpeg,4.5,247,,,,,,,[],5fcf2f29-05ee-55bf-9a45-ad76a36cefcd,12/19/22
Lift Instant Lemon Flavour Tea 165G,https://www.tesco.com/groceries/en-GB/products/312837322,312837322,05060123606645,1.7,GBP,InStock,"Instant Lemon Flavoured Tea with Sugars and Sweetener. Just add water,High in Vitamin C,All Lift instant flavour teas are suitable for vegans and vegetarians",LIFT,Drinks~Tea~Fruit & Herbal Tea Bags,https://digitalcontent.api.tesco.com/v2/media/ghs/c22ae072-db8f-4820-8a3e-8c31b3ac356a/61893fe6-6b76-4cf1-bcb1-e7db7988b4e7_911227535.jpeg,5,1,Pack size: 165G,"Dextrose, Soluble Solids of Tea (7.1%), Acid (Citric Acid), Dried Glucose Syrup, Acidity Regulator (E331), Flavourings, Vitamin C, Sweetener (E954)","Store in a cool dry place. If product hardens, use a spoon to break up and prepare as normal.Should be consumed within 6 weeks of opening.",,,Each jar of Lift provides 23 servings,"[{'Energy': '1378kJ 324kcal'}, {'Fat': '0g'}, {'of which saturates': '0g'}, {'Carbohydrate': '79.6g'}, {'of which sugars': '78.3g'}, {'Fibre': '0g'}, {'Protein': '1.4g'}, {'Salt': '0.75g'}, {'Vitamin C': '350mg'}, {'-': '(438% NRV*)'}, {'*NRV = Nutrient Reference Value': '-'}]",a4aa28da-a72f-545e-a9f5-30acc8c25479,12/19/22
Mexicana Extra Hot Cheddar 170G,https://www.tesco.com/groceries/en-GB/products/309179563,309179563,05031153331876,2.3,GBP,InStock,"Cheddar Cheese with Rehydrated Red and Green Dried Bell and Jalapeño Peppers, and Dried Spice Mix. Chilli rating - hot - 3,Blended with Spices, Jalapeño, Bell & Chilli Peppers,No Artificial Colours or Flavours,Suitable for vegetarians",MEXICANA,Fresh Food~Counters~Counter - Cheese,https://digitalcontent.api.tesco.com/v2/media/ghs/3e3fa054-53a2-4212-a3d9-7dcfef498651/91904469-f31b-45ee-942e-f7b47ff255fe_695961016.jpeg,3.8,10,Pack size: 170G,"Cheddar Cheese (Milk), Rehydrated Mixed Peppers (3%) (Water, Dried Red & Green Peppers, Dried Red & Green Jalapeno Peppers), Chilli Powder (2%), Mexican Style Chilli Seasoning (Paprika, Chilli Powder, Ground Cumin, Sugar, Salt, Ground Black Pepper, Garlic Powder, Tomato Powder, Onion Powder, Paprika Extract, Ground Dried Bell Peppers, Tomato Granules, Dried Parsley, Acidity Regulator: Citric Acid)","Keep Refrigerated:Best consumed within 3 days of opening and by Best Before Date, see front of pack",Produced and packed in the UK,,,"[{'Energy': '1496kJ/360kcal'}, {'Fat': '28.0g'}, {'(of which Saturates': '17.2g)'}, {'Carbohydrate': '2.5g'}, {'(of which Sugars': '1.3g)'}, {'Fibre': '0.0g'}, {'Protein': '20.8g'}, {'Salt': '1.8g'}]",041e99d7-0541-5277-8483-4c0e83c3d16e,12/19/22
Heinz Cereal Creamy Oat Porridge 240G,https://www.tesco.com/groceries/en-GB/products/294015942,294015942,05000157076977,3,GBP,InStock,"Oat porridge with milk and added vitamins & minerals. Use as part of a varied weaning diet. With a handy scoop inside,12 yummy servings,Just Add Water,Smooth,No added egg,Source of calcium & vitamin D,No Artificial Flavours, Colours or Preservatives",HEINZ,Baby~Baby & Toddler Food~Stage 1 (4-6+ months),https://digitalcontent.api.tesco.com/v2/media/ghs/5eb1a42d-e514-48a0-a734-03b0ff96961d/5dd45154-a99f-461b-90f2-baec5681d6e7_1009332058.jpeg,5,1,Pack size: 0.24KG,"Oat Flour (38%), Demineralised Whey Powder (24%, from Milk), Skimmed Milk Powder (15%), Maltodextrin, Sustainable Palm Oil, Whole Milk Powder (4%), Milk Protein, Barley Malt Extract, Calcium Carbonate, Vitamin C, Niacin, Zinc Sulphate, Vitamin E, Iron, Vitamin B6, Thiamin, Vitamin A, Riboflavin, Folic Acid, Vitamin D, Vitamin B12","Store in a cool dry place away from odours.Use within 6 weeks of opening.
Best before: see base of pack",,,Approximately 12 x 20g servings per pack,"[{'Energy': '1783kJ'}, {'-': '423kcal'}, {'Fat': '10.2g'}, {'-of which saturates': '4.5g'}, {'Carbohydrate': '64.4g'}, {'-of which sugars': '30.2g'}, {'Fibre': '3.1g'}, {'Protein': '16.8g'}, {'Salt': '0.35g'}, {'Vitamin A': '500µg'}, {'Vitamin D': '8µg'}, {'Vitamin E': '8mg'}, {'Vitamin C': '35mg'}, {'Thiamin': '0.7mg'}, {'Riboflavin': '1.0mg'}, {'Niacin': '10mg'}, {'Vitamin B6': '0.9mg'}, {'Folic Acid': '90µg'}, {'Vitamin B12': '0.9µg'}, {'Calcium': '520mg'}, {'Iron': '5.5mg'}, {'Zinc': '4.5mg'}, {'Approximately 12 x 20g servings per pack': '-'}, {'*The LRV (Labelling Reference Value) is the amount of vitamin or mineral needed per day to meet the requirements of Infants and young children': '-'}]",1a9d4581-5952-5f4d-a4dc-2141c686b229,12/19/22
